Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,DIRECTING,Martin Ritt,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,FALSE,hud,1963,1964,36,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,ACTOR,Paul Newman,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,ACTRESS,Patricia Neal,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Robert Benton",Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Hud,TRUE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,DIRECTING,Martin Ritt,Hud,FALSE,hud
hud,hud,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,FALSE,hud,1963,1964,36,WRITING (Screenplay--based on material from another medium),"Irving Ravetch, Harriet Frank, Jr.",Hud,FALSE,hud
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,FALSE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,FALSE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,FALSE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,FALSE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,TRUE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR,Albert Finney,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,FALSE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,tom jones
tom jones,tom jones,1,TRUE,1963,1963,1963,1964,21,Foreign Film - English Language,United Kingdom,Tom Jones,FALSE,tom jones,1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,TRUE,tom jones
charade,charade,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cary Grant,Charade,FALSE,charade,1963,1964,36,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,FALSE,charade
charade,charade,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cary Grant,Charade,FALSE,charade,1984,1985,57,SHORT FILM (Animated),"Jon Minnis, Producer",Charade,TRUE,charade
charade,charade,1,TRUE,1963,1963,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Charade,FALSE,charade,1963,1964,36,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,FALSE,charade
charade,charade,1,TRUE,1963,1963,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Charade,FALSE,charade,1984,1985,57,SHORT FILM (Animated),"Jon Minnis, Producer",Charade,TRUE,charade
irma la douce,irma la douce,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon,Irma La Douce,FALSE,irma la douce,1963,1964,36,ACTRESS,Shirley MacLaine,Irma La Douce,FALSE,irma la douce
irma la douce,irma la douce,1,TRUE,1963,1963,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon,Irma La Douce,FALSE,irma la douce,1963,1964,36,CINEMATOGRAPHY (Color),Joseph LaShelle,Irma La Douce,FALSE,irma la douce
